Subject,Segment,APPG_SpectralEntropy,JPPG_SpectralEntropy,APPG_AttentionEntropy,JPPG_AttentionEntropy,APPG_DispersionEntropy,JPPG_DispersionEntropy,APPG_SlopeEntropy,JPPG_SlopeEntropy
21,Segment 2,2.416454328756637,4.047588016405725,11.036173593448543,11.036173609183617,1.7387790727973322,1.7222550924163917,0.011379691835231555,0.0
21,Segment 3,2.602621009350387,3.8129204890519026,11.036173565713536,11.036173608992364,1.83515124803756,1.8302003647403884,0.039076231620459166,0.0
22,Segment 1,2.7959511712964282,3.691477151724864,11.03617255388584,11.036173596894091,1.5791164569399638,1.6656773382526704,0.16541827276696625,0.024970743760832022
22,Segment 2,2.75019014284256,3.9801618980806537,11.036173578037491,11.036173609083544,1.6718107944933824,2.02488454441499,0.03717146971569724,0.0
22,Segment 3,2.335722297215344,3.9977733386518852,11.036173561467331,11.036173608888088,1.5541937858474744,2.0855743971594265,0.05439713609248622,0.0
23,Segment 1,2.6804982025315893,3.9336194104070725,11.036173503686424,11.03617360822934,1.5511083545008764,2.0948475239710924,0.08715059799404945,0.0
23,Segment 2,2.58959008954779,3.974799004377255,11.036173594664836,11.03617360933586,1.5095281478395774,1.7083784760288867,0.011237368872456164,0.0
23,Segment 3,2.3217193962409333,4.03487742886361,11.036173585077934,11.036173609283342,1.3458247334760234,1.6095104296624598,0.02355314846228871,0.0
24,Segment 1,2.3217193962409333,4.03487742886361,11.036173585077934,11.036173609283342,1.3458247334760234,1.6095104296624598,0.02355314846228871,0.0
24,Segment 2,2.650494039849492,4.031150320069208,11.036173521539897,11.036173608471678,1.398483409868804,1.9037533103299535,0.05098402133103899,0.0
24,Segment 3,2.584829830576462,3.9961317852825124,11.036173537847105,11.036173608671664,1.5173292879398304,2.0601769346193595,0.045083490175177224,0.0
25,Segment 1,2.748591884683379,3.7529269125320464,11.036173191611239,11.03617360315343,1.4414924413769346,1.408298809618946,0.1311918963543762,0.00979782131385662
25,Segment 2,2.877886369182583,3.971275644296293,11.036171865902036,11.036173572923587,1.4186414275314636,1.0353111556657784,0.162546442663699,0.024727993758771577
25,Segment 3,2.790690385594871,3.7545070272500483,11.03617345898839,11.036173607074716,1.7680500409850413,1.7893478664839866,0.10199362742910015,0.0022113600903689162
26,Segment 1,2.5280979124423677,4.075233210677109,11.036172174152231,11.03617348989785,1.1044583349034311,0.23582435479184746,0.049890984017980346,0.0022113600903689162
26,Segment 2,2.3688354106191825,3.975360583746586,11.036173424230885,11.036173606929365,1.455244149317013,1.938143187671241,0.08566116959160243,0.0022113600903689162
26,Segment 3,2.428372072215131,3.9701332610722635,11.036173523009257,11.03617360847872,1.258159871465748,1.7464723357456338,0.07236238855869724,0.0
27,Segment 1,2.7582888058160986,3.830284160469608,11.036173303698483,11.036173605903802,1.4441151921851634,1.7956944139658386,0.13937234815075725,0.0015818705213749345
27,Segment 2,2.666236575570115,3.787270855741104,11.03617344462708,11.036173607348516,1.8147658400348898,1.833121787081949,0.09614330047415155,0.0022113600903689162
27,Segment 3,2.705371690958376,3.723280304671533,11.03617325608903,11.036173605799265,1.4055493394676188,1.5109192029021272,0.09194711570682443,0.0
29,Segment 1,2.788076236297197,3.7924708379784775,11.036173396193789,11.036173606634513,1.5372209706819024,1.6018384318189531,0.08403405198385355,0.0
29,Segment 2,2.7688740137898025,3.6353592096296237,11.03617346036483,11.036173607922514,1.8698845419754597,1.9920783580963646,0.11683001451005517,0.0
29,Segment 3,2.9574603817557685,3.908260637687816,11.036172219325803,11.036173579247553,1.4084310092726784,0.9253299471594081,0.11564523702580565,0.03743450537571622
30,Segment 1,2.6497955996496625,3.9236839442353184,11.036173324047287,11.036173595595873,1.412418518414603,0.9490682633248941,0.09977430037706228,0.0022113600903689162
30,Segment 2,2.7526640916595175,3.7347899418449386,11.03617359198013,11.036173609316815,1.8816066137051168,2.1452737061057126,0.013089258723699619,0.0
30,Segment 3,2.8083803429387606,3.868703974779002,11.03617359934563,11.036173609403052,1.8132558926155895,2.0357614905438957,0.004063249941612372,0.0
31,Segment 1,2.532539963526034,4.013069936863171,11.036173493211747,11.036173608021482,1.4431761465395054,1.8629705335968847,0.08644757280167767,0.0022113600903689162
31,Segment 2,2.6155867520707137,4.020685573501362,11.036173022720778,11.036173560132198,0.9020199569059704,0.8334170663964555,0.06394359982408901,0.0022113600903689162
31,Segment 3,2.430772179036097,4.008606929600463,11.036173518732712,11.036173608437418,1.5828047231114355,2.055721879106446,0.05277736210779952,0.0
32,Segment 1,2.6072134038902255,3.9722494736219884,11.03617356762605,11.036173608999324,1.5423805385858342,1.8871006122623109,0.041700293956684606,0.0
32,Segment 2,2.682699979486987,3.798547351798362,11.03617359806406,11.036173609385342,1.4304971617395206,2.012605951158101,0.007909352606874673,0.0
32,Segment 3,2.747586827807433,3.903849656615411,11.036173597385087,11.036173609334677,1.7205862876785403,1.7922893867753518,0.008215950792481684,0.0
34,Segment 1,2.3299222535021893,3.9946166991502037,11.036173572357168,11.036173609026285,1.5465855119557022,2.155546993194034,0.04319235361558997,0.0
34,Segment 2,2.490417472140582,3.9987207511421334,11.03617360172463,11.036173609053819,1.7046498983829108,1.1396260414494626,0.0022113600903689162,0.0022113600903689162
34,Segment 3,2.5534415281598477,3.861594617188727,11.036173599961497,11.036173609134238,1.8565193115143037,1.4899669056653708,0.005375101133118786,0.0022113600903689162
35,Segment 1,2.42699016008257,4.056182781449513,11.036173554927025,11.036173608886305,1.3951338187135243,1.797664657189417,0.05374037719568416,0.0
35,Segment 2,2.467811355121387,4.050118980487878,11.036173480281121,11.03617360807801,1.0677755790466046,1.7991190283832499,0.04819203330632778,0.0
35,Segment 3,2.3919202586330512,3.9835758276222206,11.036173515765725,11.036173608159082,1.2475390163853246,1.8586816480847606,0.04978694243041753,0.0022113600903689162
38,Segment 1,2.7952934764947392,3.807749376893264,11.036173333201415,11.036173606083185,1.6104761609811635,1.5750328881827178,0.12231687876569972,0.003163741042749869
38,Segment 2,2.8697598907399735,3.8930864970331385,11.036172895981329,11.036173569838008,1.493389330966479,0.7871091872960763,0.10533538424513346,0.005375101133118786
38,Segment 3,2.7642214242470575,3.8427949396759673,11.036173483838368,11.036173607626834,1.7706382851853777,2.0552822757039446,0.12059896700366188,0.0022113600903689162
40,Segment 1,2.460823522801735,4.036379063292691,11.036173547542298,11.036173608743946,1.5269236051676363,2.052449156366084,0.06951186941819132,0.0
40,Segment 2,2.496045717597939,4.0375258599498345,11.036173581599975,11.03617360924244,1.1075121636953085,1.835761056703643,0.009216246683841864,0.0
40,Segment 3,2.295110222685971,4.0604059942217825,11.036173555144797,11.036173608884157,1.2068076000298928,1.991483893189681,0.04761906625650637,0.0
41,Segment 1,2.5834330589578878,3.994250447998262,11.036173370236941,11.036173606213168,1.695394636280335,1.740239743862591,0.08545527978936285,0.0015818705213749345
41,Segment 2,2.5632332005100738,3.9613382199426437,11.036173597664174,11.036173609366763,1.535421269547016,1.1046371808764464,0.011237368872456164,0.0
41,Segment 3,2.752882416086828,3.6826182057269508,11.03617358957591,11.03617360916226,1.646303783782498,1.3112100657120347,0.015426648579063966,0.0
43,Segment 1,2.8257569541204823,3.8505233161436947,11.036173420842779,11.036173598357454,1.3991620592152696,1.0861998834836495,0.08702021581566284,0.0022113600903689162
43,Segment 2,2.7103262959837116,3.7287263045520525,11.036173599689166,11.036173609407253,1.7244028236456412,2.1984748708865856,0.004745611564124804,0.0
43,Segment 3,2.6924770497990806,3.718481385976296,11.036173600391491,11.036173609409591,1.81903095257699,1.9888461880032833,0.0056451204629873065,0.0
45,Segment 1,2.7170698903583403,3.6933564890379156,11.036173038953187,11.03617360304423,1.7281669378430988,1.6185557817126683,0.19270397896461666,0.012961562356606487
45,Segment 2,2.8005138544367387,3.8860658548934772,11.036173490632038,11.03617360785513,1.6774891622024768,1.787234226306596,0.057849216218194895,0.0022113600903689162
45,Segment 3,2.7323243568141398,3.6744132985807605,11.036173537109466,11.036173608664221,1.5350730786676208,1.8857681536086213,0.06059328930392687,0.0
47,Segment 1,2.74872927628771,3.716743298313544,11.03617335294969,11.036173606623397,1.6856281867708534,1.7949257453333745,0.14265208952414682,0.0015818705213749345
47,Segment 2,2.68354212048121,3.8343381832498804,11.03617343018592,11.03617360691382,1.757909751478109,1.8939311203978328,0.11668937610806564,0.0022113600903689162
47,Segment 3,2.801035001802353,3.9430120539976614,11.03617357386921,11.036173609028403,1.0913051215710403,1.4382052522595217,0.02450552941466966,0.0
48,Segment 1,2.6799632159845657,3.8234890363355665,11.036173560754374,11.036173608982388,1.686089641399919,2.323146467965593,0.05629658092949628,0.0
48,Segment 2,2.7864988731259834,3.944113002461539,11.036173533815463,11.036173608521871,1.583316929471593,2.1342263336618603,0.07194206134569624,0.0
48,Segment 3,2.729029095526609,3.8279540887819974,11.036173599011143,11.036173609397188,1.726793946595026,2.020130386446575,0.009168331744862637,0.0
50,Segment 1,2.6082117028967726,4.002872795101081,11.036173240502675,11.036173604730738,1.5114193414848376,1.7320088589445894,0.1299994332525401,0.00695697165449372
50,Segment 2,2.5778998950842866,3.9855108975582034,11.03617350572921,11.036173602741322,1.189376254365316,0.6214032155514563,0.016172858385122963,0.0022113600903689162
50,Segment 3,2.6070322752291704,4.009853971072218,11.036173588462457,11.036173608034417,1.4693282489641715,1.239678901794527,0.0022113600903689162,0.0022113600903689162
51,Segment 1,2.6460340207996613,3.660112566447359,11.036173060892182,11.03617360283589,1.8430261003404875,1.9569936965733554,0.17649457831990203,0.005375101133118786
51,Segment 2,2.6963036700833407,3.732327077230902,11.036173584886413,11.036173609074357,1.7499500334654368,2.0343173195125623,0.024521822612449614,0.0
51,Segment 3,2.7194646589674027,3.774300126828703,11.036173577544929,11.036173609127989,1.9425173166343108,2.243212492297686,0.033394532301733365,0.0
52,Segment 1,2.4018729607861857,4.069452308974004,11.036173583974112,11.036173609237885,1.172681044286412,1.6511900106338746,0.019623271908733933,0.0
52,Segment 2,2.648391497315086,3.9548447250680647,11.036173583792067,11.036173607170138,1.4044085250924974,0.5112568354682809,0.002380952380952381,0.0022113600903689162
52,Segment 3,2.6147274189775462,3.9426685058066533,11.0361736064926,11.036173609488088,1.5188956702753584,1.872573320522062,0.0,0.0
53,Segment 1,2.3200977976902792,3.9770192507635285,11.036173572548279,11.03617360910948,1.5031822504495764,1.8835695159715053,0.03135675696212648,0.0
53,Segment 2,2.3736971060437417,3.950344564648566,11.036173538904373,11.036173607975059,1.6950308827307854,1.6132330870594187,0.043154450152278215,0.0022113600903689162
53,Segment 3,2.448736637006203,3.8880770372794187,11.036173607060846,11.036173609434082,1.5532010853213645,1.4564618758940637,0.0022113600903689162,0.0
54,Segment 1,2.63869856072775,3.951927898231837,11.03617288073277,11.036173592473325,1.5608600618095314,1.7134029879729789,0.15707986406601293,0.011379691835231555
54,Segment 2,2.3482959007897986,4.032355108421081,11.036173435558071,11.036173607224015,1.4449371094962857,2.0844975818376263,0.11469215412568767,0.003793230611743851
54,Segment 3,2.65074888589085,3.815493986625453,11.036173517678833,11.036173604854977,1.2506916606285787,1.0194399949066124,0.02446895055893117,0.0022113600903689162
55,Segment 1,2.6149992756618836,3.5433763506882796,11.036173601252361,11.036173609434023,1.733057495002259,2.125572830715335,0.0,0.0
55,Segment 2,2.7402661086616673,3.6641664256913957,11.036173607087566,11.036173609457144,1.7264941354188978,1.856127436974361,0.0022113600903689162,0.0
55,Segment 3,2.7105603129911175,3.672531333579015,11.03617359862266,11.036173609423646,1.5236116639318056,1.7110503676756685,0.011237368872456164,0.0
56,Segment 1,2.655932516874523,3.984693747208024,11.036173390995616,11.03617360701574,1.66692957752796,2.299462618762206,0.16039052523286482,0.0
56,Segment 2,2.7617689043314626,3.84541162524826,11.036173592118747,11.036173608779034,1.6391373049316902,1.3129578462782863,0.008755989452218726,0.0022113600903689162
56,Segment 3,2.7552705645433058,3.8890226431552772,11.036173593778454,11.03617360929574,1.7427843611905711,2.0939201280784268,0.014813452207849943,0.0
57,Segment 1,2.5427176892459618,3.999760435411868,11.036173502773794,11.036173608288696,1.7278960456554122,2.2705414081787065,0.06891133373779132,0.0
57,Segment 2,2.183858103879005,4.012201608110745,11.036173542072675,11.036173607623475,1.6980803705879195,1.5896736463431012,0.05366358697724123,0.0022113600903689162
57,Segment 3,2.6077042491439584,3.9363428381059355,11.036173595698674,11.036173609361555,1.8261029837242562,1.7778740445070993,0.009438351074731158,0.0
58,Segment 1,2.7650073419292327,3.853463275975027,11.036173440461079,11.036173607671692,1.7386004986759533,2.0330825028204274,0.116144740287002,0.0
58,Segment 2,2.7130148762636157,3.8350204527749803,11.036173501685461,11.036173608258315,1.6805240273614444,1.735720504880686,0.05504893787474905,0.0015818705213749345
58,Segment 3,2.7171846696866884,3.7486170255927806,11.036173594792483,11.036173609366024,1.83527528417857,2.147526091877317,0.011972602548487045,0.0
60,Segment 1,2.6372487596779517,3.620329063232422,11.036173428993894,11.03617360741643,1.6752656677851823,1.7524904269997432,0.09358017372093194,0.0
60,Segment 2,2.585737414149904,3.530467768001359,11.036173546322615,11.036173608849985,1.331600801289482,1.3224776587939997,0.034213899819269346,0.0
60,Segment 3,2.6681086333354855,3.60587512705985,11.036173596655138,11.036173609370962,1.6288263373054122,1.916326129094691,0.009438351074731158,0.0
61,Segment 1,2.4130833737970505,4.06079656332931,11.036173368405834,11.036173606796961,1.2272756291296185,1.8298613710795244,0.06270723220214047,0.004745611564124804
61,Segment 2,2.628280997145852,3.9390678467549813,11.036173590740106,11.036173609311199,1.7127588328697854,2.152934560583777,0.019506191718456294,0.0
61,Segment 3,2.5437772007744655,3.8329023054303986,11.036173570003832,11.036173609087214,1.4556970037394414,2.074260518874567,0.03028765577268051,0.0
62,Segment 1,2.6865374318807076,3.920648984728631,11.036173575944222,11.03617360913318,1.6117984184600582,2.086187197107008,0.04212325242614401,0.0
62,Segment 2,2.7767594972999214,3.7620356735450344,11.03617357488775,11.03617360910385,1.676159515576561,1.910381618711038,0.032083041063439566,0.0
62,Segment 3,2.706499179592458,3.627500481052964,11.036173603964132,11.036173609465568,1.7464082251563358,1.917779296917282,0.003163741042749869,0.0
63,Segment 1,2.2759692786137204,4.049773162744494,11.036173267777041,11.036173606022167,1.459578281855914,1.864298829680135,0.10298192798123644,0.006327482085499738
63,Segment 2,2.3210807296411655,4.027107021116604,11.036160897618679,11.036172428679695,1.2468281086453246,0.15262096155901925,0.12152181409936653,0.0025179582759759277
63,Segment 3,2.698023957333351,3.8709320918302192,11.036173550674125,11.036173608878538,1.4699423058164385,1.6092623780198962,0.051602174816792225,0.0
64,Segment 1,2.8106222925177113,3.708119784486859,11.036173588786903,11.036173609253325,1.7556301292993923,1.9208929367783087,0.019506191718456294,0.0
64,Segment 2,2.7422918693105243,3.672031817937995,11.036173604366482,11.03617360946884,1.5881016263128216,1.863294801798379,0.0015818705213749345,0.0
64,Segment 3,2.70881160140852,3.5780751924166845,11.036173603693456,11.036173609404566,1.7958511756870597,1.9242003138592283,0.003793230611743851,0.0
65,Segment 1,2.5327543825531658,3.920596050784275,11.03617358136023,11.036173609014094,1.7847903558150509,1.9968441770400787,0.031785392452550354,0.0
65,Segment 2,2.506228081580075,4.015909518388379,11.036173607769936,11.036173609503376,1.7976573249119323,2.2943782216467685,0.0,0.0
65,Segment 3,2.6140212215053156,3.978082374515746,11.036173605011939,11.036173609455261,1.428252061604,2.047337548263425,0.0022113600903689162,0.0
66,Segment 1,2.256382057723294,3.970234630242093,11.036173202539128,11.036173604726978,1.3456674124487957,1.4624389539017986,0.08413720752618599,0.006004590702112768
66,Segment 2,2.256382057723294,3.970234630242093,11.036173202539128,11.036173604726978,1.3456674124487957,1.4624389539017986,0.08413720752618599,0.006004590702112768
66,Segment 3,2.2294717834233317,4.061783970634552,11.03617344848862,11.036173608088387,1.4220598772130133,2.1709157280971625,0.11167735976235008,0.0
67,Segment 1,2.761835034753717,3.7990437174814056,11.03617359450827,11.036173609355451,1.5191096305205605,1.9354563631424078,0.016035852490099416,0.0
67,Segment 2,2.586766442080335,3.851196959255842,11.03617359530614,11.036173609382974,1.342485249832033,1.8731308293991722,0.011649711165100074,0.0
67,Segment 3,2.7852962565375985,3.8129505159939336,11.036173593555352,11.036173609317538,1.5032190336722213,1.824229909997236,0.011919730494968594,0.0
83,Segment 1,2.5378239068932116,4.052967523327356,11.036171776568429,11.036173586297654,1.4023704064514022,1.8118340514146722,0.15671245159828423,0.034250478675007814
83,Segment 2,2.5512344936157074,4.040219727858919,11.036171832998129,11.036173586802565,1.2758806573726502,1.4610476515255784,0.15756342289833125,0.044334612516512925
83,Segment 3,2.531491392573069,4.008910121313864,11.03616894963784,11.03617352987306,1.3302850441097043,1.3654480794615198,0.1968166090698948,0.06877496914006274
84,Segment 1,2.619186004866246,3.8590342027385964,11.036173323542563,11.036173581728903,1.1775483156809712,0.9283528524566367,0.012502007072720402,0.0022113600903689162
84,Segment 2,2.713126447221181,3.8915810467650385,11.036173521142523,11.036173608078709,1.6978158429808206,1.748279275273323,0.06588991565781684,0.0
84,Segment 3,2.5633063772083844,3.9063417144753214,11.036173579468855,11.03617360921772,1.7975661042491464,2.0112228808794055,0.026849902939883548,0.0
85,Segment 1,2.691065781608594,3.963488973058578,11.036173439472044,11.036173607439231,1.7844552444565687,1.9307452504612284,0.09191948642580375,0.0
85,Segment 2,2.753582891439194,3.8100784886606247,11.036173535903231,11.03617360861884,1.6408327917819268,2.2190839209173796,0.09289143312971798,0.0
85,Segment 3,2.6256757272952003,3.948699434706941,11.036173573010329,11.036173609070616,1.5432954044906977,1.8446112647186474,0.02559491626207416,0.0
86,Segment 1,2.5745688308224173,3.983470800296768,11.036173295224849,11.036173604139952,1.8463937102668435,1.9508739032429092,0.18636853059621844,0.0022113600903689162
86,Segment 2,2.4407132135487792,4.006520022684897,11.036173345751035,11.036173607093387,1.6628637224782332,2.1811627048901614,0.13507957768167006,0.0015818705213749345
86,Segment 3,2.6874590795033715,3.9811255793884404,11.036173555041483,11.036173608880473,1.6683735719851007,1.7551903893880256,0.04553708709401648,0.0
87,Segment 1,2.7762429637412027,3.8302940830514256,11.03617175248171,11.03617358642396,1.5585631687538444,1.7243384513814257,0.20350885372920618,0.04442406342576987
87,Segment 2,2.753609353025314,3.803285279944193,11.03617181215846,11.036173589971368,1.6965676725689145,1.9919681740261868,0.2695861194213028,0.04388402476603283
87,Segment 3,2.7932205254517317,3.832950146513878,11.036172393486101,11.036173594073707,1.7736406769575697,1.9998791483792988,0.25943976130659496,0.026552614282206958
88,Segment 1,2.6920909056363085,3.5815147135178873,11.036173599851299,11.036173609341294,1.9382999653282775,1.83379936268139,0.009438351074731158,0.0
88,Segment 2,2.8064746580908557,3.7715749246629633,11.036173608160269,11.036173609506074,1.8666425433474192,1.8767906026554155,0.0,0.0
88,Segment 3,2.748174858368148,3.7160063354849067,11.036173595511784,11.036173609297375,1.4639497063358757,1.40602468124468,0.013178709632956559,0.0
89,Segment 1,2.8590153293322826,3.8823590760678193,11.036173527803287,11.03617360834977,1.2350216560385305,1.580246885144045,0.052492734140936935,0.0
89,Segment 2,2.569699268762092,3.968946773219539,11.036173584490442,11.036173609208236,1.610395202246524,2.0742909370466154,0.01814146847343143,0.0
89,Segment 3,2.770091429436589,4.052215418027617,11.036173498112877,11.036173607429658,1.5152220664337794,1.274497910828157,0.051151929060836564,0.0
90,Segment 1,2.8191680131756622,3.875544407833748,11.036172642980993,11.03617356493099,1.4057845805352802,1.0425298235793046,0.15483730283809943,0.006634080271106749
90,Segment 2,2.779751338034431,3.8238156738167093,11.036173591321274,11.036173609284086,1.7609879268447808,1.9596574915423186,0.01688248933544347,0.0
90,Segment 3,2.7631321212779225,3.659639569323185,11.036173498156002,11.036173608212238,1.3838262656108486,1.2479228878669593,0.04366757943741981,0.0
91,Segment 1,2.349921657631147,4.049939463531777,11.03617343142253,11.036173607489083,1.2746918750906169,1.8339069539366866,0.07677810711089737,0.0
91,Segment 2,2.290448760631767,4.025660515001735,11.036173458741995,11.036173608068804,1.5539013322785316,2.2027291314213615,0.10517171372344991,0.0
91,Segment 3,2.3345180231585814,4.00875569866724,11.036173598898614,11.03617360934716,1.3270936511353029,1.6459421894235424,0.008792568307957216,0.0
92,Segment 1,2.692662656069772,3.961224811006064,11.036173287157364,11.036173605279641,1.5117610526363312,1.9745403153490249,0.1535951609485974,0.003163741042749869
92,Segment 2,2.496284341917202,4.008633833334077,11.036173592752382,11.036173609364699,1.345558973968721,2.004215419160265,0.0113268197817131,0.0
92,Segment 3,2.754945003683528,3.8297243122062556,11.036173550700052,11.036173608825749,1.3937502974374214,1.6545764481284198,0.04089553507614271,0.0
93,Segment 1,2.5543128431538507,3.8984774132557822,11.036173100127234,11.036173602205102,1.5043330533671995,1.7580175158382767,0.12967355675508901,0.008538842175868654
